parent_id,parent,reply,character
14488,"I’d like to invite the following people to join me for lunch: Jim, Dwight, Angela, Darryl, Kevin, Toby, Phyllis, Oscar.",That’s great. Let’s do this guys.,Dwight
14489,I just think you guys are winners and I wanted to have lunch with you.,Okay!,Dwight
14490,"Well, what about the other guys.",Losers.,Dwight
14491,No.,C’mon.,Dwight
14492,I don’t- I don’t wanna say-,"C’mon, c’mon.",Dwight
14493,"No, no.",C’mon.,Dwight
14494,"Ha, I guess I think they’re losers.","Ha ha, I knew it! Ha ha! Yes! Woo!",Dwight
14495,Yeah?,"Oh, we did. It was the best time. And you know what? Now it’s over. Back to work everyone. You too Andy.",Dwight
14496,"Meredith Palmer… Supplier relations. The word “no” not even in her vocabulary. And just to show you that I’m being fair. You had Gabe in the loser column. I think that is astute. Good call. Pam, easily the most creative and kind person I have ever worked with.","Jim, shut the door. This is just gross.",Dwight
14497,Good night Andy.,Good night.,Dwight
14498,Ryan? A little help?,God. How do whalers do it?,Dwight
14499,"I’ll start with a side salad, then a chicken piccata.",Steak. Rare.,Dwight
14500,I don’t think we have to do this again cause it’s gonna take a whole.,You know what? Let us treat you. What do you say? It has been such a pleasure.,Dwight
14501,"Let him expense it, Dwight.","I insist. It is gonna be our treat, please?",Dwight
14502,"Hi, Mr. Shrute. I’ve waited on you before. I just wanted to let you know that gratuity is not included in the bill and tips are expected.","Oh, tips are expected?",Dwight
14503,Yes sir.,"Then expect to be shocked. Jim, you owe me $14.75. Oscar, $14.75. Darryl….",Dwight
14504,"Come on, man.",Winners!,Dwight
14505,"Ooh, why is it shaped like that?","So, you can tell your clients: “Unleash the power of the pyramid.”",Dwight
14506,It’s huge. How much does it weigh?,"Oh no no no. Without the battery pack and optional memory booster, it’s barely three pounds.",Dwight
14507,How much memory does it have without the booster?,Fifty L.,Dwight
14508,How many L to a K?,You’re really going to want the booster.,Dwight
14509,"Oh, no no no no no. This is Dwight’s meeting.",Thank you.,Dwight
14510,"Yeah. C-SPAN, cocker spaniel. Spaniel because of your Spanish bloodline and cocker cause……",Is this really the best use of our collective time?,Dwight
14511,"I am still forming a first impression with Robert. Once it is formed, we can all relax. Ok, I’m sorry to hijack your meeting , D dub dog…had to pull rank.","OK, let’s look at some ties.",Dwight
14512,"Dwight, anything?","We could talk about how fast children grow up, and before you know it they’re out of the house.",Dwight
14513,D-Bone. There you are.,"Let me guess, somebody needs a brownie…? Lick the spoon?",Dwight
14514,"No, that’s ok. Just, I want, I wanted to ask you about…",Is this about the profits? Because if it is I just don’t see the point. It’s so Wall Street.,Dwight
14515,"I know, right?",Right?,Dwight
14516,"Yeah…um, how is everything?",Good. Really really good.,Dwight
14517,Must be a tough time to be a family farm.,"Oh, it is. And beets are not immune. We made some inroads in salads, but heirloom tomatoes are pushing back.",Dwight
14518,Oof. What are you gonna do about that?,"I don’t know, what do you mean?",Dwight
14519,There’s gotta be some way you can double your beet sales…,"You wanted the job, the job is yours. Just do the job! And I’ll do mine….. walnuts?",Dwight
14520,"Wait. You did say we could pool our points, right? In that case…let’s get to work.",Yeah!,Dwight
14521,"Okay, don’t be gross.",What’s going on?,Dwight
14522,Somebody defaced the billboards we just put out in an inappropriate way.,"Oh, that’s funny. Wait, from the photo shoot with you and me?",Dwight
14523,"Yeah, Dwight.","No. No. No! NO! NO! NO! NO! NO! No, no, no, no, no, no, No, No, No, NO, NO! NO! NO! NO! NOOOOOOOOO!",Dwight
14524,Just give us the address. We’ll look it up online.,It’s simpler this way.,Dwight
14525,"See you all there at 3 p.m., Connecticut Casual, remember your manners, and have a wonderful time.","And please refer to the map, stay off of the web. Thank you.",Dwight
14526,"So, we’ve typed in the address, now let’s take a look at the street view.",They don’t warn you when the cameras are driving by.,Dwight
14527,"Ah. Why do you keep reading that garden party book? I mean, how hard are finger sandwiches and tea?",There’s so much more to it than that.,Dwight
14528,Wow.,MR. AND MRS. WALTER AND ELLEN BERNARD!,Dwight
14529,Forget the beets. Concentrate on the hosting. I could spend a considerable amount of money having my birthday party here.,"Oh really? Well, we have a number of birthday packages. The Pewter Package has the least amount of goats, not no goats, it’s still 10-12 goats, depending on the availability of the goats. Now the Goat Package obviously has the most goats. What were you thinking?",Dwight
14530,Of course I am not interested in goats. Why would you spend so much time going over the goats with me?,"I can get you exotic meats – hippo steaks, giraffe burgers…",Dwight
14531,We’ll talk.,It’ll all be goat.,Dwight
14532,I think I left my wallet in your house.,Who cares.,Dwight
14533,Right here.,MR. JAMES HALPERT!,Dwight
14534,"Keys, keys…",Stop forgetting things.,Dwight
14535,"I didn’t forget them, they’re right here.",MR. JAMES HALPERT!,Dwight
14536,"I’m so sorry, I think I forgot that thing…",What? Idiot.,Dwight
14537,Whoo.,MIS… MI… What are you doing?,Dwight
14538,"Hey, I have a question. Who do you think is really the best salesman in this office?","That’s a stupid question, obviously mISTER JAMES HALPERT!",Dwight
14539,Chapter seven: The host should always present something spectacular to draw the eye of his guests.,"When all this is over, I’d like to actually go to one of Trickington’s parties, they sound like a blast.",Dwight
14540,"Oh my god, what the hell is wrong with you?",It’s called a costume.,Dwight
14541,"What are you, some kind of Jamaican zombie woman?","Ryan, will you please tell her who I am?",Dwight
14542,Whoopi Goldberg.,"Has no one here heard of Kerrigan, from Starcraft? Queen of blades? It’s all Toby’s fault.",Dwight
14543,"Very low pressure in the Sargasso Sea, warm air from South America, cold air from Greenland. All signs point to the perfect storm.","Yeah, perfectly mediocre.",Dwight
14544,"What are you, anyway?","I’m a Jamaican zombie woman, leave me alone, ghoul.",Dwight
14545,"If you had some really big wings with blades on the end, you’d kind of look like Kerrigan from Starcraft.",Damnit. I AM Kerrigan from Starcraft! I’ve been censored.,Dwight
14546,"If you’re going to be a Zerg, at least be a Lurker, not some girl.",Kerrigan is ruler of the Zerg swarm!,Dwight
14547,"Yeah, she also has boobs.","Yeah, but no nipples.",Dwight
14548,Mmhmm. Dwight are you eating a stick?,It’s a root you idiot.,Dwight
14549,Everyone hates you.,That’s really rude. I don’t tell you hurricanes suck even though it’s true.,Dwight
14550,What do you like? Tornadoes?,Try influenza.,Dwight
14551,Oh yeah? What’s the vaccine you can take to avoid a hurricane?,Open up a newspaper. Oh look a hurricane’s coming. I suppose you’re going to tell me the scariest animal is a shark?,Dwight
14552,Are you serious?,Yeah I’m serious.,Dwight
14553,That’s funny. Ok.,Loser.,Dwight
14554,Dwight?,"You wanna attack or let them come to us? Your call, B.",Dwight
14555,Dwight.,Nice.,Dwight
14556,Dwight!,Got ’em. Go!,Dwight
14557,What are you anyway?,"I’m a Jamaican zombie woman. Leave me alone, ghoul.",Dwight
14558,I’m a zombie from Walking Dead. It’s a show.,"Uh, I know what it is. Ok? I have like a thousand people over every week to watch it. Ok? We all kinda hate it though.",Dwight
14559,Who’s your favorite character?,The city of Atlanta.,Dwight
14560,Well the monitoring software is a double edged sword. Sometimes…,"Sorry, go ahead.",Dwight
14561,Did you need something from us?,Wha…Yes. Your attention. Uh because… No that is all.,Dwight
14562,What do you got?,"Allow me. You’re going to love this. Ugh…should’ve used a shorter string. Never mind, I know it by heart. It is a system that holds people accountable for everyone else’s work.",Dwight
14563,Sounds controversial.,Have I not been worthy of your trust? Have I not been a reliable number two?,Dwight
14564,Do not go there! You’re the deuce I never want to drop.,"Well, I can make this work. I’ll set it up right now. Just need your go ahead.",Dwight
14565,Go do the voodoo that you do so well.,I will do my voodoo.,Dwight
14566,"And I’d like to add that your work has been a little sloppy. So, Dwight and I have implemented a new program that we like to call…Dwight…",The accountability booster. It registers every time a mistake has been made in the office. From a late delivery to an accounting error. Five strikes in a day equals a home run. One home run and you’re out.,Dwight
14567,"If we as a group make five mistakes in a day, something bad happens like we block Minesweeper.",Or in this case an email gets sent to Robert California containing the consultants report from last year. Remember the one that recommended the branch be shutdown? And as a fail-safe also every negative email you’ve ever written about him to the group will also be forwarded to him.,Dwight
14568,What emails are you talking about?,"Robert’s favorite songs: Creep by TLC, Creep by Radio Head. You remember that one Jim? There is no way he hasn’t strangled at least one stripper. Oscar. He eats his yogurt like he is punishing it for disappointing him. Kelly.",Dwight
14569,That’s not that bad actually.,P.S. We should should kill him.,Dwight
14570,"Wait, so you installed a doomsday device?","No, it’s an accountability booster.",Dwight
14571,Which when it goes off it destroys everything. Very similar to a doomsday device.,"Jim, you’re trying to make me sound like some kind of evil maniac. Now the point is that we are now working in an environment where we have accountability to each other. I am confident that you guys are equal to the task.",Dwight
14572,We can’t do this Dwight.,Smile…nod. Smile and nod.,Dwight
14573,"Are you sure this is a good idea? I mean the thing about this office is, we make a lot of mistakes.","But the device will change that. Without a safety net, people will improve.",Dwight
14574,There’s an easy way to tell if this device is a sham. We just make a mistake. I’ll send an order down to shipping before we’ve received payment.,"Oh, there’s one mistake.",Dwight
14575,Dwight’s our co-worker and he worked really hard on this doomsday device so I…,"It’s not a doomsday device, gosh. We can do this you guys.",Dwight
14576,"Alright everybody, you are doing great!","Well, I wouldn’t say that. Three mistakes already is pretty terrible, but I do see improvement. Meredith kept someone on hold for thirty minutes and now look she’s hard at work.",Dwight
14577,"Dwight, question.",No questions.,Dwight
14578,If this doomsday device goes off…,Accountability booster.,Dwight
14579,If this bad idea goes off and we all lose our jobs. Are you going to feel good about that?,I haven’t even considered it. That’s how sure I am that this accountability booster is going to work.,Dwight
14580,Ok.,How about Scrantonstrangler666.,Dwight
14581,Nope.,"No. Oh shoot. Ha ha ha…You guys are never gonna shut down the machine, ok? But I appreciate your energy and your team work. If you applied this to your regular work, You won’t even notice that the device is there, watching you ready to strike.",Dwight
14582,Dwight we got five strikes.,Really?,Dwight
14583,Did the email go out or…,It goes out automatically at five P.M.,Dwight
14584,"Well, th- There’s gotta be a way to stop it.","Well, I would have to enter my password in order to cancel it.",Dwight
14585,Ok! Dwight you may now enter your password.,No.,Dwight
14586,What?!,You don’t deserve to have this branch. Five mistakes in less than a day.,Dwight
14587,We did our best.,"No you didn’t, Phyllis. You complained the whole time. You yelled at me. You tried to break into the machine. What?!",Dwight
14588,"You’re a real crumb bum, you know that?","Hey, you can’t just change the rules because you don’t like the outcome. What about you, Kevin? What about you and your fake task? Can you tell me now where paper comes from?",Dwight
14589,"Uh, the man tree puts its penis-","Ha. Ok, alright. Andy back me up here, please.",Dwight
14590,Nn no.,What?,Dwight
14591,Shut it down! Shut it down! Shut down the machine!!! Shut it down! Shut it down!,Good luck finding a new job idiots. I’ll make sure to write you a glowing reference. Glowingly negative.,Dwight
14592,"Gotcha something. And, uh, I just really want to talk to you-",Get lost.,Dwight
14593,What are you doing?,What does it look like I’m doing? Digging a grave for a horse.,Dwight
14594,"Yeah, do you need a hand?","If you hit another horse, you’ve dug to far.",Dwight
14595,Where you going?,In. I’m hungry.,Dwight
14596,"Uh, could we come in too? Just for some water.","Okay. Take off your shoes. Except you Kevin, they stay on.",Dwight
14597,"Oh, wow. I forgot how pretty your house is.","This is the new addition, built my Erasmus Schrute in 1808. It doubled as a tuberculosis recovery room until 2009.",Dwight
14598,"Oh, haha. Oh well. Pobody’s nerfect, right?","Did you just have a stroke, Pam? It’s “Nobody’s perfect.” Nice stroke, Pam.",Dwight
14599,"No. It’s a jokey saying. Pobody’s nerfect, like I can’t even say those words right. Ha.","I hadn’t heard that before, that’s, that’s funny.",Dwight
14600,You know what would go so great with this cabbage pie? Milk.,Any specific animal?,Dwight
14601,I’m thinking cow-,Don’t say cow- Ugh.,Dwight
14602,"Hahhh, thanks for everything.",Sive drafely.,Dwight
14603,Yes. Of course. Erin..,"Hey, Andy.",Dwight
14604,Yeah?,"Maybe I could sit in on this one with you? You know, that way I can cover you in case you need to urinate or you just want another opinion, or defecate…",Dwight
14605,I don’t think so.,Well I just thought with my new increased responsibilities and all…,Dwight
14606,This isn’t one of those times. It’s the police. They said it’s the worst they’ve ever seen.,Andy I’m really sorry about your mother. My deepest condolences.,Dwight
14607,Ok Oh that was just me. Pregnant Pam. And I make sounds much worse than this.,Oh we know.,Dwight
14608,You know what would be the hottest thing ever? It’s a pregnant Helen Mirren.,Ok ok ok no no no. This is disgusting. You realize what you’re saying? The hottest thing ever would be a 66 year old pregnant woman.,Dwight
14609,In this case yes.,No! There are universal biological standards of beauty and attraction. And you are purposefully celebrating the opposite of them to mollycoddle a pregnant woman.,Dwight
14610,No we’re not.,Yes you are. And another thing. Helen Mirren was born Helen Mironov. That’s right. You’re fake salivating over a Soviet era Russian.,Dwight
14611,"Okay. Uh, I don’t. So are we good?",That’s just absurd.,Dwight
14612,"Yes, because she’s hot, right?","Her breasts are large, her waist is small, her reproductive health in ample evidence. And facial symmetry- come on.",Dwight
14613,"Dwight, am I hot right now?","Why would I or anyone else think that you’re hot right now? I can’t impregnate you, and that’s the driving force between male-female attraction.",Dwight
14614,What about before? Was I attractive before?,"Meh… you were at your most attractive when you were 24 with a slight, gradual decline and a steep drop-off when you got pregnant for the first time. Gradual recovery and, uh, well now, obviously, you’re at an all-time low.",Dwight
14615,Hmm. I think Jim’s lying to me about not being attracted to Cathy.,You think Jim’s lying? That’s so cute. I know he’s lying.,Dwight
14616,Five bucks if you can get him to admit it.,Done. I never touch a pregnant woman.,Dwight
14617,"Yep, that’s the Dwight I need.","If we’re going to work together, we need some ground rules.",Dwight
14618,Okay.,Rule one: our only loyalty is to the truth.,Dwight
14619,I think so. Okay.,Rule two: we stop at nothing.,Dwight
14620,"Well, what does that… is that… okay.",Rule three: Don’t fall in love.,Dwight
14621,Honesty is very important to me.,So important. And then we will destroy the man himself.,Dwight
14622,"Well, you came to the right person. You have to follow your intuition, Pam. You don’t want to end up like Elin Nordegren. Actually, what am I saying, you wish you had her life- no offense, Pam.",None taken. What do you got?,Dwight
14623,"Yeah, but I do Pam, okay? It’s called being a nice person.",I don’t see what’s so ugly about him. He’s got the broad face of a brewer.,Dwight
14624,Jim’s on to me.,Hmm?,Dwight
14625,"Yeah, Jim barely talks to Mike. We had to go through like two levels of friends to even find his profile. Jim picked someone just unattractive enough to shut me up without tipping it.",Just ugly enough to have deniability.,Dwight
14626,"No, Kelly, don’t.","The male reveals attraction through unconscious and involuntary physical signs. The puffing of the chest, mirroring, increased blood flow to the crotch. I say we start there.",Dwight
14627,With the crotch?,With the crotch.,Dwight
14628,Who said that?,Exactly.,Dwight
14629,How’d I get this long triangle?,"Okay, just shut it.",Dwight
14630,Is he puffing out his chest?,I can’t tell. It’s unnaturally sunken. Busted. He just was mirroring. Did you see that?,Dwight
14631,No. Maybe he just said something funny.,"Jim has no discernible sense of humor, Pam. You should know that.",Dwight
14632,I think he’s just making her laugh.,Time for me to find out.,Dwight
14633,Why’s he making her laugh so much?,"Just going to walk over here- whoa, whoa, I’m slipping and falling! Oh, stumbling, I need something to grab on to!",Dwight
14634,Are you okay?,"I’m fine, I’m totally fine.",Dwight
14635,Dwight! Dwight!,Yes? Wha- Jim.,Dwight
14636,Sorry about that.,"Aw, cramp, I’m just-",Dwight
14637,Dwight! Why?,"I’m sorry, I fell down, Mr. Balance.",Dwight
14638,Leave.,"Does your husband have very soft erections? Because if not, I just grabbed a very soft penis for nothing.",Dwight
14639,Stop shoving me.,"Stop shoving me. Stop grabbing my penis. Grow up. Take off your jacket and take a seat. When it lies, the human body exhibits many telltale signs.",Dwight
14640,"Uh, are you all in line?","Why don’t you go check out the sympathy cards, old man? Now I’m going to ask you just a few simple questions. Wait for this to constrict. Here we go. Is your name Jim Halpert?",Dwight
14641,"Wait, that’s it? That’s the question you’re going to ask him?",We have to start with a baseline question to establish what the truth is.,Dwight
14642,You have to share the machine with others.,"Well, that’s what they taught me in my 19th century kindergarten.",Dwight
14643,Thank you.,"Jim, are you serious?",Dwight
14644,"I have a new heart, you know.","Do you really, Tin Man? Okay, where were we?",Dwight
14645,No.,"Yep, he’s lying.",Dwight
14646,"Pam, are you really gonna listen to his stupid homemade test?","I would listen to my homemade test, because your husband is definitely lying. In fact, he’s lied about every question. Even his name. Who are you really?",Dwight
14647,"Wait, what?","Look at the numbers. Every single time, it’s come up 150 over 100. Your husband is a pathological liar.",Dwight
14648,"Jim, you have high blood pressure.","Oh, he is definitely attracted to her.",Dwight
14649,I don’t know.,It’s important to go every month and get your prostate checked. You can do it at home by yourself with your finger. You just stick it-,Dwight
14650,"Okay, easy. Trust me, I’m around for the long-haul.","It’s not really your choice, is it? Death waits for no man.",Dwight
14651,"Come on, let’s go. I wanna call your doctor.",Doesn’t it worry you in the slightest that Jim is not his real name?,Dwight
14652,Just go home. It doesn’t matter.,"But… hey, Cece’s toothbrush.",Dwight
14653,That sounds super inspiring! I’m in!,Gettysburg? Hmm. Could be interesting. Second-most northern battle in the Civil War.,Dwight
14654,Actually it is the northernmost.,Ha!,Dwight
14655,I’m in too.,Guess I’m a sucker for historical fiction.,Dwight
14656,"Yeah, but I’m confused…","Total deaths belongs to Gettysburg but when you’re talking about D.P.A., that’s deaths per acre…",Dwight
14657,Mm-hmm.,…nothing beats the battle of Schrute Farms.,Dwight
14658,Oh. D.P.A. sounds way more important that total deaths.,"Oh, it is. And you should read some of these letters that the soldiers wrote home. I mean, it makes the battle of Gettysburg sound like a bunch of schoolgirls wrestling over a hairbrush. I’m telling you, they’re heartbreaking too. So beautifully written.",Dwight
14659,"Dwight, what are you telling this girl?",The truth.,Dwight
14660,"Oscar, I am so glad you just got here. I would’ve believed everything he said.","No, no, no! You’re filling her head with nonsense. You and the history books. I’m telling the truth.",Dwight
14661,Interesting.,"Yes, thank you. All of history has been whitewashed.",Dwight
14662,"Really? Why don’t you tell us the real history, Gore Vidal?","Okay, I will. I don’t know who that is, but I’m gonna tell you this-",Dwight
14663,he’s a historian.,"Gettysburg was very important. Credit where credit is due, okay? Big, mad props to Gettysburg. Was it, however, the most northern battle of the civil war?",Dwight
14664,"Yes, yes, yes!",Not by a long shot!,Dwight
14665,Yes!,"No, it was not!",Dwight
14666,Argh!,"No, it was not. Was it the second-most northern?",Dwight
14667,What?,Sure! I will cede it was the second-most northernmost battle!,Dwight
14668,Erin-,"Was it the northernmost? No. Get out of here, Oscar.",Dwight
14669,"Oh, well, that’s a great question. Actually some of the most-","Excuse me, I got a question for you.",Dwight
14670,Sure.,Can you tell us about the battle of Schrute Farms?,Dwight
14671,"Uh, I haven’t heard of that one.","Really. Okay, follow-up question. How much are they paying you to keep your mouth shut?",Dwight
14672,Alright fine. You know what – I guess this place just hasn’t rubbed off on you the way I hoped it would. I’m still going. And I’m not going to ask anymore. I’m not even going to look back. I’m just going to assume that you’re with me.,You said you weren’t going to look back.,Dwight
14673,Dwight – this is one of the archivists here. I thought maybe we could consult him.,Really?,Dwight
14674,Yeah.,Well. Anyone employed by the Gettysburg Industrial Complex is certainly going to want to keep quiet about the Battle of Schrute Farms.,Dwight
14675,You’ve heard about it?,YES! Ha! Prepare to be refuted! Go on.,Dwight
14676,Dearest mother I’m sorry it has been so long since my last letter. It is three months since I arrived at Schrute Farms and I fear I may never leave this place alive. Melvin Fifer Garris.,Hallowed ground.,Dwight
14677,Wow. This is so much better than the story you made up.,I’ve seen enough.,Dwight
14678,That is what I’m showing you.,"I know what you guys are all thinking right now: Hey, let’s go pee on the grave of some confederate soldiers, but you know what? Joke’s on you. It only makes the flowers grow back more beautifully.",Dwight
14679,"Are you sure? Yeah, it’s locked.","It’s not locked, gimme that…",Dwight
14680,"That’s weird, if it’s not locked, why isn’t it opening?","It’s, it’s latched closed.",Dwight
14681,No. No. No. You’re way off on that one.,Oh yeah?,Dwight
14682,"Hey guys let’s just all admit it. Ok? Dwight’s better than us. He had the guts to stop sitting. And he’s never, ever going to go back on it right?",That’s right Jim.,Dwight
14683,Hey man.,Hey.,Dwight
14684,Taking a load off huh?,No. Putting a load on more like it.,Dwight
14685,Good luck with that.,Last thing I need is luck.,Dwight
14686,What are you up to? Oops look out!,What are you doing? Give that back. Come on!,Dwight
14687,Prank!,Oh that’s real creative.,Dwight
14688,You know what it’s not my best. Because you could just easily bend over and pick it up right?,"I could, but I just don’t feel like it loser.",Dwight
14689,Because you’re sitting?,Standing.,Dwight
14690,Ok.,Don’t!,Dwight
14691,Because you’re sitting?,Standing.,Dwight
14692,You know I have to do this.,I know.,Dwight
14693,You don’t have to say it if you’re doing it.,Remember how you said that you were looking in the office to do calisthenics and aerobics?,Dwight
14694,Uh weight lifting yeah.,Well today’s your lucky day. I have opened in this very office building Dwight Schrute’s Gym for Muscles. You wanna take a look?,Dwight
14695,I’ll take a look.,Your path from obesity begins right here!,Dwight
14696,Well it’s sales. So you have to be able to live in the world of rejection.,Maybe you do. Hi. I’m Dwight. Sales is really not so hard ok? It’s paper. We have it and they want it so bad they are willing to pay for it.,Dwight
14697,Well it’s not that easy. It’s kind of sometimes difficult.,It’s the second easiest job in the world. Being a mom.,Dwight
14698,I love shopping and sales is just the other side of that.,That is true.,Dwight
14699,You know if you joined our sales department you would be working very closely with our department head Mr. Dwight Schrute.,That’s me.,Dwight
14700,Dwight why don’t you tell Susan about some of your hobbies. Survival skills. Ranking of animals.,Maybe over a beer after she’s closed her first sale .,Dwight
14701,Um no. This is not a gym. This is like a scene out of Saw 5.,You haven’t even looked around yet. Look. Gravel bucket squat yoke Right? Dedicated phone book ripping station . You ever cut tin before? Five yards in and your forearms will be on fire. Plus I will buy the tin back from you that you cut for two cents a yard. Now let’s go over membership. I’m going to need the first month’s and the last month’s up front. $49 per month. But every third month is $59 a month. But the fourth month is a discount month at $19 per month…,Dwight
14702,Obviously you know how a gym works. So you know I’m not going to pay money for this. You want people to come to your gym? Make a real gym.,Darryl…,Dwight
14703,"Enough Oscar, enough.",Kelly?,Dwight
14704,Getting my sweat on.,"I build you this temple to the human body, and you’re lifting what, five pounds?",Dwight
14705,"I just did, like, 35 minutes on the treadmill.",I was watching you. You want to know how long it really was?,Dwight
14706,No.,Eight minutes!,Dwight
14707,"Dude, I’m gonna be here all week, right? Five days a week, I figure I’ll start slow.",Is that the same philosophy you apply to buffalo wings? I want you to bring that same buffalo wing passion to this gym! I’m gonna make you look like Lebron James!,Dwight
14708,It’s Lejon Brames.,That’s what I said.,Dwight
14709,"You know, get it right.",I know.,Dwight
14710,"Yeah, I’m gonna ask questions and I might not do what you say.","First thing, we’re gonna stretch the pelvic bowl. Ready? Get down on the floor.",Dwight
14711,"Okay, I’m not doing that.",Really? Too embarrassing for you? Huh? You wish that every exercise was strutting around the gym like the Fonz? Well how do you think the Fonz got so cool? He stretched his pelvic bowl!,Dwight
14712,This doesn’t help me. I don’t respond to that kind of strategy.,"Okay, fine. Finish your set on your own and never come back to my gym again!",Dwight
14713,"Dwight, come back and spot me.","All right, I’ll help you. But first, you gotta tell me what your goal is. What do you want?",Dwight
14714,To push this bar up.,"No! Because if that was the case, the bar would be up by now. What is your goal?",Dwight
14715,Help me!,What do you want!?!,Dwight
14716,To look good for Val!,Val Kilmer? I don’t buy it. That doesn’t make any sense. Wow… I figured out your goal. I am going to make you the buffest dude Val Kilmer has ever seen.,Dwight
14717,"Um, where’s the shower?",There is no shower.,Dwight
14718,There isn’t?,"What does this look like, a shower store? Get lost.",Dwight
14719,"Fulfilled! Brought my bicycle, so I can be your designated driver later. In the event that you drink to much, which is by no means required.",What about my wish that we don’t have to attend meetings that degrade our sense of adulthood?,Dwight
14720,"That, I cannot do, but I did get you an acre of property on the moon.",Where? Dark side or light side?,Dwight
14721,Light side.,Is it by the Sea of Tranquility?,Dwight
14722,"As a matter of fact, yes. Directly adjacent….beachfront.","Thank you, Andy.",Dwight
14723,"Well, I hate to have to take my Santa hat off, and put on my hard ass hat. But, this is serious. It’s come to my attention that somebody who shall remain nameless, wants to switch desk clumps.",Fine with me. Jim can leave anytime he wants. Goodbye.,Dwight
14724,Sh sh sh sh! Don’t look. Who it was is not important…but she did say that your constant pranking and one-upsmanship is driving her crazy. She or he.,"I just wanna say, this is not my fault. OK? The weak always bully the strong. Contrary to what you see in the media. I am always acting in self-defense. Occasionally preemptive self-defense.",Dwight
14725,What was that?,What is it?,Dwight
14726,Can’t do that.,"No, absolutely not.",Dwight
14727,Oh my god.,"Yeah, I was just sitting here at my desk and I, I reached into my drawer to grab my toothbrush and some tooth powder and, and all of a sudden I was attacked by this blood thirsty rabid creature!",Dwight
14728,"I wonder, in this office, who has access to a porcupine?",Or who in this office knows that I have access and is trying to set me up?,Dwight
14729,"No, no, no, no, no. Women chase him. He misses his wife.",Hello? Lacerated hand here folks.,Dwight
14730,"Nice try, this is ridiculous.",Oh is it really? Two separate times you have set me up to believe I was being recruited by the CIA.,Dwight
14731,Three times.,You see?,Dwight
14732,"OK, you know what? Why don’t we just call animal control…",Might wanna run that by Angela cause it’s so cute.,Dwight
14733,"Yes, I’m calling from Dunder Mifflin. We have a very rabid porcupine in our office, someone should come pick it up.",Come down right away!,Dwight
14734,"Uh, I don’t know, let me ask. Uh, were you quilled?","Yes, I was quilled.",Dwight
14735,And what’s it’s name?,Henrietta.,Dwight
14736,Ah! My Santa suit’s stuck.,"What are we gonna do with all that bonus money, Henrietta? Huh?",Dwight
14737,Dwight.,"Took a little nap right next to Jim’s desk. I feel so good right now. Mmm, cookies. What’s everyone staring at?",Dwight
14738,Thanks.,"It’s so much closer to the bathroom, right?",Dwight
14739,Yeah.,Uh huh.,Dwight
14740,That’s ok.,You’ll be fine over there.,Dwight
14741,Aw!,Knew it! I knew it! Soon as I heard that wrapper.,Dwight
14742,It was a raccoon! Eating a hamburger like a person!,You need to stop banging your pen on your desk or it’s going to drive me insane.,Dwight
14743,"Oh, hello Mr. Schrute. I’ll tell him you’re here. Can I get you anything at all?",I’m not here to be given anything. I’m here to take what is mine.,Dwight
14744,Dwight? What are you doing here?,Gabe? You don’t know?,Dwight
14745,Course I know.,"Hmm. Impressive office you have here. Surrounded by shrubbery, like a squirrel’s office.",Dwight
14746,Dwight.,Robert.,Dwight
14747,You made it.,Yes.,Dwight
14748,"Impressive initiative. I don’t know what’s worse, the trip or the destination. Well, uh, let me settle in and I’ll be with you shortly.",Very good.,Dwight
14749,You can reduce your prices by ten percent or we’re going to be finding a new source for our morning bagels. All right.,"Gabe, I always wondered what it is you did around here. Now I found out. You’re the bagel guy.",Dwight
14750,Yeah. But not just bagels. All unwanted problems. Question: What’s the most important appliance in your house?,Meat grinder.,Dwight
14751,"Too slow. It’s the toilet. And I am the toilet of this office. I flush away annoying problems so others can keep their hands clean. And, just like a toilet, I am essential.","You know, Gabe? You could have gone with garbage disposal, incinerator or eraser, and instead you chose toilet. God bless you. You’re an American classic.",Dwight
14752,"Dwight. Today is not my day at all, I’m afraid. I’m not going to be able to meet with you, but I’m leaving you in the very capable hands of our COO.",But I can give you this pitch in one minute-,Dwight
14753,CEO to COO. What a difference a letter makes.,Still an important position. Still a chief.,Dwight
14754,"Hey man, uh, look. Unfortunately, Bill had to go fight a fire, so your appointment got-",There’s no fires within eight miles of here.,Dwight
14755,"Well, it’s nine miles away. I’m going to be meeting with you on his behalf.","What? No, no. Excuse me! Lady! Get anyone from the COO’s office on the phone this instant!",Dwight
14756,"Well, you got my vote.",Oh my God.,Dwight
14757,I know.,"Most of all, I believe that character is destiny. And my character is one that- wait why are you smiling?",Dwight
14758,What?,What’s with the smile?,Dwight
14759,"You’re doing great. You know, so good.","And my character is one that will never give up until greatness is on the horizon, behind us.",Dwight
14760,"Dwight, that was a fantastic presentation. Put your hand on my hand. Flush! Ow!",Take me to Robert.,Dwight
14761,Ow! He went home.,Take me to his house.,Dwight
14762,"Uh, it’s a condo and it’s long-term business housing.",You know where it is. Lead me there.,Dwight
14763,"Ow! Ow! Stephanie, help!","Listen, you’re a perfectly fine toilet. I’m just an extraordinary piece of crap. Let’s go.",Dwight
14764,I don’t know. All I know is the building.,Robert! Robert California! Robert!,Dwight
14765,"They haven’t really improved on the Oreo, have they?",No thank you.,Dwight
