quote_id,quote,character
896,"Keep going, you’re fine. Just some bushes and some thickets Keep going. You wanted wilderness, you got it.",Dwight
897,"I lied to Michael. I said that I would leave him alone, but I will not. I will remain close by to provide unseen moral support, but I will never help him. I will let harm befall him. I will even let him die. But I will never let him lose his dignity.",Dwight
898,Michael is a man of great depth and passion. I don’t know what he’s searching for out here. I hope he finds it. Lunch.,Dwight
899,About two more minutes .,Dwight
900,Nothing to worry about. Just using the scope. Safety is… on.,Dwight
901,Does it bother me that I wasn’t invited to Michael’s dinner party?,Dwight
902,"I’ll tell you about my ideal dinner party. John Wilkes Booth. Lee Harvey Oswald. Osama Bin Laden. John Wayne Gacy. Jeffrey Lionel Dahmer. “Oh hey guys, welcome to my home. Oh, here comes the waiter with the soup, hope you guys are hungry.” Meanwhile, the waiter suddenly nods at me. But I don’t acknowledge him. But I know he’s an assassin because I trained him. Boom. Two minutes later, five dead psychopaths at my dining room table. All that’s left to do is dispose of the bodies and collect the reward. Ugh, it’s almost too easy.",Dwight
903,"Michael’s dinner party is for couples only, which is why I wasn’t initially invited. But that was then. I very recently entered into a serious, monogamous relationship. If that idiot ever gets here.",Dwight
904,"That is fantastic. Thank you, thank you very much. This is just what I needed.",Dwight
905,"The furniture company gave me the name of the advertising agency. They gave me the name of the photographer. The photographer, a Spaniard, used a Wilkes-Barre modeling agency. The agency gave me the following information. Deborah Shoshlefski. 142 South Windsor Lane. Dead. Car accident. Case closed.",Dwight
906,Andy and Angela seem very happy… I hope nothing horrible ever happens to them.,Dwight
907,Rocka doopa deepa do POW! Shacka do DO! Oh! What’s Dwight up to? Oh probably nothing. Racka do do dee do-do do-do! Sha-KA!,Dwight
908,"I’ve got a Madlib for you: a stupid, idiotic, numbskull named Andy Bernard sold his Xterra to a smart and capable man named Dwight. This is shaping up to be an awesome day for Dwight.",Dwight
909,...,Dwight
910,Hazing is a fun way to show a new employee that she is not welcome or liked.,Dwight
911,Well… it’s my own fault.,Dwight
912,...,Dwight
913,"Michael, we have a situation.",Dwight
914,...,Dwight
915,"My dream vacation? I sleep in, putter around the farm, go fishing for a few hours, take a long run in the forest, check the traps. Then the sun comes up and I head into work, which is empty, because everyone else is out of town on vacation.",Dwight
916,"Babies are one of my many areas of expertise. Growing up, I performed my own circumcision.",Dwight
917,Jan had the baby and Michael wasn’t there to mark it. So the baby could be anybody’s. Except Michael’s.,Dwight
918,"Twelve hundred dollars is what I spent on my whole bomb shelter. For that kind of money, this stroller should be indestructible.",Dwight
919,"Don’t hit the fence. Oh no, my child!",Dwight
920,Don’t get stuck on the barbed wire!,Dwight
921,Playtime is over!,Dwight
922,I like to call this… the bumper test.,Dwight
923,"Hello, spoiled little baby, in your fancy brand name stroller. Mmm, I wonder if it’s as safe as they say it is. Oh, look, a curb. Uh oh, let’s see what happens… Inconclusive. Spartans would leave a weak baby by the side of the road. My parents left me beside the road. I crawled home.",Dwight
924,"Not so weak, huh, Mom?",Dwight
925,"Gosh, Mommy feels like taking a jog. Oh, no! Mommy forgot to wear a bra, and her big fake boobs are really hurting her, and she needs to let go, she can’t control the stroller any longer",Dwight
926,Let’s see what this baby can do… Aaaah! Aa-aaah! It’s a hardy stroller. Maybe it’s safe!,Dwight
927,What did Phyllis do wrong? I’ll tell you what Phyllis did wrong. She stuck her nose into my business and tried to help me.,Dwight
928,Hm mm mm mm. Want to see a magic trick? Heh heh heh! I’m gonna make a pencil disapp– oh! Disappear.,Dwight
929,"Cornell is a good school, and I want to better myself through higher education. If it makes Andy angry, so be it.",Dwight
930,"I’ve caught Jim talking to himself several times today. What a loser. Get a friend, loser.",Dwight
931,"What do I do with my bonus check? Simple. Purchase paper from myself. Boosts my sales, which boosts my bonus. Last year I bought even more paper to make this year’s bonus even bigger. Eventually, I’ll get a bonus so big I can retire on it. And I’ll use the paper to write my memoirs.",Dwight
932,"My job is to manipulate the customer into buying paper. In return, they give me money. I am the predator and they are the prey. Would a mouse give a positive review to a hawk? Should the hawk even care? Excuse me, I’ve got work to do.",Dwight
933,"It’s good to be paranoid. People need to be more paranoid. Case in point, JFK. If I had been JFK, I would have seen all three gunmen. I would have pulled out my concealed Luger and fired first. Man in book depository, BOOM! Grassy knoll, BOOM! Fake Jackie, BOOM! Then I shoot myself, so I don’t change history and create a paradox. BOOM! But right at the last minute, I twist out of the way of the bullet. Nice try, history. Better luck next year.",Dwight
934,"Yes, I repeat a drug dealer is on the premisis of Dunder Mifflin. His name is Toby Flenderson and he recently returned from a mysterious vacation in Central America. I have risked a great deal to tell you this information. My name is Andy Bernard. Andrew Bernard, that’s my name. See you soon.",Dwight
935,"What is my perfect crime? I break into Tiffany’s at midnight. Do I go for the vault? No, I go for the chandelier. It’s priceless. As I’m taking it down, a woman catches me. She tells me to stop. It’s her father’s business. She’s Tiffany. I say no. We make love all night. In the morning the cops come and I escape in one of their uniforms. I tell her to meet me in Mexico but I go to Canada. I don’t trust her. Besides, I like the cold. Thirty years later, I get a postcard. I have a son and he’s the chief of police. This is where the story gets interesting: I tell Tiffany to meet me in Paris, by the Trocadero. She’s been waiting for me all these years; she’s never taken another lover. I don’t care, I don’t show up. I go to Berlin. That’s where I stashed the chandelier.",Dwight
936,"Every year I do research to determine which toy will be the most popular of the Christmas season. This year it’s a doll. Half girl, half unicorn. Catchphrase: “My horn can pierce the sky”. Pathetic. I bought out every store in the area over the last couple of weeks. And as lazy parents become desperate I will sell them for an enormous profit. Isn’t that right princess?",Dwight
937,Fa-la-la-la-la-la-la-ka-ching.,Dwight
938,"Actually, I don’t care for Meredith, but I don’t believe in this kind of thing. In the Schrute family we believe in a five fingered intervention. Awareness, education, control, acceptance and punching.",Dwight
939,"There are several ways to kill a zombie, but the most satisfying one is to stab it in the brain with a wooden stick.",Dwight
940,"Rule 17: don’t turn your back on bears, men you have wronged, or the dominant turkey during mating season. There are forty rules all Schrute boys must learn before the age of five. Learn your rules. You better learn your rules. If you don’t, you’ll be eaten in your sleep.",Dwight
941,...,Dwight
942,...,Dwight
943,...,Dwight
944,"It’s very unusual for Michael not to show up to work. My guess? He’s either deeply depressed, or an icicle has snapped off his roof and impaled his brain. He has this terrible habit of standing directly underneath them and staring up at them. And I always say Michael, take two steps back, and stare at the icicle from the side. And he’s like no, I like the way they look from standing directly underneath them.",Dwight
945,"I have here Kelly Kapoor’s personal and confidental file. Allow me to share. “Kelly Kapoor spent April 1995 to December 1996 at Berks County Youth Center.” Juvie. “According to past employers, it in no way affects her job perfor…” Blah, Blah, Blah.",Dwight
946,Birthday time is over! Now go make up for all the work you missed when you were taking your nap. Many happy returns.,Dwight
947,"I train my major blood vessels to retract into my body on command. Also, I can retract my penis up into itself.",Dwight
948,I did fall on my sword once. I was running with it in my belt. Won’t happen again.,Dwight
949,My German is pre-industrial and mostly religious.,Dwight
950,Oh no! The new boss does not find Jim adorable! Ohhhh!,Dwight
951,"Yes, I am taking Andy hunting after work. Not long ago we were sexual competitors. I used to hate him, hate him, hate him, hate him. I studied him, to figure out why I hated him so much. But that blossomed into a very real friendship, as these things often do.",Dwight
952,"When Michael was in charge, this place was like the Roman Empire. And the Wild West. And war-torn Poland. And Poland. There was just a lot going on, so what you wore to work was the least of anybody’s worries. And in that chaos, I soared.",Dwight
953,"And no, I cannot lower my current prices. Hold on. Hello? Mr. Schofield, thank you so much for taking the time to talk. I wanted to discuss your contract with us- oh, you’re considering him. I thought Michael Scott left the paper business after his nervous breakdown.",Dwight
954,"Michael has been talking to my biggest client. Master and apprentice pitted against one another for the fate of the greater Scranton area paper market. So it’s not exactly like ‘Highlander,’ but still…",Dwight
955,"Hi there. Dwight Schrute here. I was just calling to see if Michael Scott Paper was meeting all of your paper needs, and how is Brenda, age four, ponytail, and Simon, age 7? Oh, you don’t say.",Dwight
956,"Schrute comma Dwight. And on the back he wrote, “great salesman, better friend.” “Tall” and “beets.”",Dwight
957,"How is Tom, the homosexual sophomore?",Dwight
958,When held over heat the invisible ink will reveal that everyone should meet at the warehouse immediately. Do not ask me where I got the invisible ink. Urine. It was urine.,Dwight
959,I got her!,Dwight
960,No kidding! She sits three feet from me. It’s the most annoying thing. It’s like children singing Christmas carols.,Dwight
961,I played high school softball. Notice I didn’t say “girls” high school softball. Not after the landmark case of Shrute vs. the Lackawanna County Board of Education.That was one case the Pennsylvania Supreme Court got right. I hit the ball right over the protest banners.,Dwight
962,"Oh, no. I love Ohio. Next time you’re there say “Hi” to my cousin Amel and then kick him in the groin area because he’s a cheat and a ball hog. And if he’s still married to Clarissa, kick her in the groin area, too. ‘Cause she’s a heart breaking tart…and a ball hog.",Dwight
963,"Normally I don’t condone leaving early, but I have an appointment with the horse doctor. How that horse became a doctor, I don’t know. No, I’m kidding. He’s just a regular doctor who shoots your horse in the head when its leg is broken.",Dwight
964,Like clockwork.,Dwight
965,Rolph is my best friend. We met in a shoe store. I heard him asking for a shoe that could increase his speed and not leave any tracks.,Dwight
966,AHHHHHHHHHHHH!,Dwight
967,"People are starting to notice how terrible Jim is. It’s great. Eventually, they’ll rise up and revolt. My only hope is that they do it sooner rather than later. If the people here were our founding fathers, the Revolutionary War would have been delayed ten years, because Stanley Washington was napping, and Phyllis Hancock was still signing the declaration, and Kevin Jefferson was distracted by a butterfly.",Dwight
968,Pam is constantly throwing up because of the pregnancy. If she eats something the fetus doesn’t like she is screwed. It’s amazing. A three ounce fetus is calling the shots. It’s so bad ass.,Dwight
969,"I invented a device called ‘Burger on the Go’. It allows you to obtain 6 regular size hamburgers, or 12 sliders, from a horse without killing the animal. George Foreman is still considering it. Sharper Image is still considering it. Sky Mall’s considering it. Hammacher Schlemer is still considering it. Sears said, ‘No’.",Dwight
970,"I got them a set of turtle boiling pots, a shell hammer and bibs.",Dwight
971,"I inserted a listening device into the belly of the mallard. Now I can observe Jim, trap Jim, and destroy Jim, just like in the Bavarian fairy tale. Only this time, the mallard skins the toad alive. And of course in this version you lose the whole veiled critique of the Kaiser thing.",Dwight
972,"“We have our high quality 28 pound bond, our heavier 38 pound bond, or our…” I’ve got eight hours of this. Of course I wanted Jim to find the mallard, make him feel safe. Did you really think I would put my primary listening device in a wooden mallard? I’m not insane. “…65 pound cover stock, which is the heaviest paper that will still feed smoothly through your desktop printer.”",Dwight
973,"Jim is my enemy. But it turns out that Jim is also his own worst enemy. And the enemy of my enemy is my friend. So, Jim is actually my friend. But… because he is his own worst enemy, the enemy of my friend is my enemy. So, actually Jim is my enemy. But-",Dwight
974,Can’t a guy just buy some bagels for his friends so they’ll owe him a favor which he can use to get someone fired who stole a co-manager position from him anymore? Geez. When did everyone get so cynical?,Dwight
975,Andy is complicating things. But I’m not worried. This will only up my game.,Dwight
976,Dammit. I am no closer to taking Jim down. What a waste of a day. I could of grown poisoned mushrooms that would have been this high by now. They’re mushrooms. They don’t get that high.,Dwight
977,"I know she didn’t do it. It’s never the person you most suspect. It’s also never the person you least suspect, since anyone with half a brain would suspect them the most. Therefore I know the killer to be Phyllis, AKA Beatrix Bourbon, the person I most medium suspect.",Dwight
978,"Frankly, I’m not surprised. A lot of the evidence seemed to be based on puns.",Dwight
979,"Happy Earth Day, everyone. I’m Recyclops. Did you know that an old milk carton can be sawed in half and used as a planter?",Dwight
980,Who has put a number seven plastic in a number four bin?,Dwight
981,Recylops will drown you in your over-watered lawns.,Dwight
982,Recyclops will have his revenge.,Dwight
983,"I was hoping to lob Michael his softball question early. I wanted to swing by the garment district, pick up a few crates of my shirts. I got a shirt guy.",Dwight
984,"My idea. I just need Andy to think it’s his idea. So it won’t get traced back to me. In approximately six hours, Jim will get a phone call from David Wallace. He will be fired.",Dwight
985,Five minutes ahead of schedule. Right on schedule.,Dwight
986,My idea!,Dwight
987,This is Stanley Hudson. Jim Halpert is a menace.,Dwight
988,"It’s Toby Flenderson. Listen, things are getting really bad down here.",Dwight
989,I know how it happened.,Dwight
990,My diabolical plot is on hold for Christmas. My heart just melts with the sound of children singing. Hmmph! Not really! I’m just tired. The days are short. I don’t know. Maybe I’m depressed.,Dwight
991,"For several weeks, my Secret Santa has been giving me pieces of a machine that I’ve been attempting to assemble. I’m suspicious of this because I had the exact same idea, for catching Osama bin Laden. I would simply send him a different piece each day. He would assemble it, to find himself… in jail!",Dwight
992,My shadow’s the only one that walks beside me. My shallow heart’s the only thing that’s beating…,Dwight
993,"Oh man! I can use this for so many nuts! Macadamias, Brazil nuts, pecans, almonds. Clams, snails…",Dwight
994,"Bobcat, this is Dragon. Listen. He’s been promoted to sole manager. We’ve got to step this up. Meet me behind the dumpster in ninety seconds. 89… 88…",Dwight
995,Ryan and I have been meeting up to work on our diabolical plot against Jim. Ryan is always late for our meetings. I wish I had a lair.,Dwight
996,I might start a diabolical plot against him after this one.,Dwight
997,"I need a baby. I’ll never outsell Jim and Pam without one. Also, I’ve been noticing a gaping hole in my life. Sometimes I wake up cradling a gourd.",Dwight
998,"I love escorting people. In fact, a few years back, I put an ad in the paper starting an escort service. I got a lot of responses. Mostly creeps. Made a few friends.",Dwight
999,"Yesterday, I was dispatched to Jim and Pam’s house to find Pam’s iPod. I searched everywhere, but I didn’t find it. What I did find, was mold, and lots of it. So, I did what anyone would do. Read a book, had a bath, I got a good night’s sleep, and I made plans to eradicate it. I also made plans to ask Jim where he bought his marvelous sheets… Time to get to work .",Dwight
1000,"Dweedle Dee and Dweedle Dumb-ass have been away on maternity leave. Now Dweedle Dumb-ass is back, and we have a problem. Yes, getting hooked on Mega-Desk was my own damn fault. But … I don’t care about assigning blame. All I care about is Mega-Desk. That is all I care about. Getting. More. Mega-Desk.",Dwight
1001,They say that no man is an island. False! I am an island and this island is volcanic. And it is about to erupt. With the molten hot lava of strategy!,Dwight
1002,"Ah. Got a little client meeting at Shanny O’Gannigan’s tonight. It shouldn’t go all night long, so if you’d like me to, I could swing by your house so the baby can experience a strong male presence. No? Nothing? Okay. Have fun working.",Dwight
1003,"Salesman is king. As the best salesman, I am king of kings. Oh, you say Jesus is king of kings? Well. What does that say to you about how I think of myself?",Dwight
1004,"Angela versus Isabel. Height, advantage Isabel. Birthing hips, advantage Isabel. Remaining child-bearing years, advantage Isabel. Legal obligation, advantage Angela.",Dwight
1005,"I don’t understand why Michael is wasting his time with Spanish. I have it on very good authority that within 20 years, everyone will be speaking German. Or a Chinese-German hybrid.",Dwight
1006,"One minority from this branch is going to get into this program. Who would I refer? Hmm… the competent, hardworking one who does things his own way, or the malleable simpleton who can be bought for a few fashion magazines?",Dwight
1007,"Kelly will be even worse than Darryl. If you’d have told me this morning that today I’d be creating a monster capable f my own destruction, I ‘d have thought you were referring to the bull Mose and I are trying to reanimate.",Dwight
1008,"Just once, I would like to be a puppet master and have nothing go wrong. Is that too much to ask?",Dwight
1009,Very well. I must have imagined it. I apologize. Detonator. Detonator where? Michael!,Dwight
1010,"All cases are solved with logic. The only logical way to find out if Donna Is a cheater is to seduce her, bring her to orgasm, then call Michael and tell him the sad news.",Dwight
1011,"I don’t have $30,000 lying around. I have it buried very deeply, and I don’t want to dig past a certain someone to get it.",Dwight
1012,"Five times for $30,000? Not a bad stud fee. Better than most horses.",Dwight
1013,"I am an honorable man, and I will honor the contract. But I don’t have to give her the good stuff. Schrute sperm are strong, but they’re no match for a grown Schrute man. Let’s see what she gets. Aah!",Dwight
1014,"Dwight Schrute, star salesman, beet farmer, bed-and-breakfast proprietor, aspiring freelance bodyguard. Add to that list owner of this building. Then burn the list.",Dwight
1015,"Now that I own the building, I’m looking for new sources of revenue. And a daycare center… Ha ha ha Well I guess it’s not an evil idea. It’s just a regular idea. But there is no good laugh for a regular idea.",Dwight
1016,Angela? Don’t like her anymore. Not attracted to her anymore. Just contractually obligated to make a baby with her.,Dwight
1017,"I pick up day laborers and tell them they’ll get paid at six p.m. At five forty five, a certain INS agent by the name of Mose Schrute throws them in the back of a van, drops them off in the middle of Harrisburg and tells them it’s Canada.",Dwight
1018,"No, I’m no doctor, but it seems to me that we all have an obligation to the public health to track down anyone who gives us a disease, inform them of it, and take overwhelming revenge on that person. Again, I’m no doctor. I’m just a normal guy who enjoys revenge.",Dwight
1019,"I know how to sit on a fence. Hell, I can even sleep on a fence. The trick is to do it face down with the post in your mouth.",Dwight
1020,"The principle is sound. To avoid illness, expose yourself to germs, enabling your immune system to develop antibodies. I don’t know why everyone doesn’t do this. Maybe they have something against living forever.",Dwight
1021,For all your paper and printer needs. For all your paper and printer needs. For all your paper and printer needs.,Dwight
1022,"Wow! This brings back memories. Hay stacking, hay throwing… and at the end of it all, one lucky boy would be crowned Hay King. I always wanted to be Hay King. The world shines on Mose.",Dwight
1023,"And now, by show of applause, We will crown this year’s hay king. All in favor of Purebred. Put your hands together for… Mixed Bread. And let’s hear it for… Purebred. Mm. It appears we have a three-way tie. I have no choice but to pick the Hay King myself. I pick… Me! I am your Hay King! All Hail your Hay King!",Dwight
1024,Did I truck 300 bales of hay to a parking lot to rectify some childhood disappointment? Yes.,Dwight
1025,Angela? Angela!,Dwight
1026,"Owning a building is a war between the landlord and the tenant. Not a literal war, unfortunately, but I am using the same tactics. I’ve surrounded the enemy, and I’m slowly starving them. To save on electricity I’ve installed a timer and motion sensors on the lights. It’s part of my green initiative. And by green, I mean money.",Dwight
1027,"They say the best vampires don’t bleed their victims dry, but give them the strength so that they can bounce back only to be fed on again. I spared Pam, and I may feast off of her profits for years to come. I let Pam win. Haha, oh. I was not motivated by compassion. I have no compassion. Make sure you got that. Not motivated by compassion.",Dwight
1028,I have no feeling in my fingers or penis. But I think it was worth it.,Dwight
1029,Haahh!!,Dwight
1030,"Yes, I have a wig for every single person in the office. You never know when your gonna need to bear a passing resemblance to someone.",Dwight
1031,"In the end, the greatest snowball isn’t a snowball at all. It’s fear. Merry Christmas.",Dwight
1032,"Knights of the Night are volunteer crime patrollers. We’re often compared to the Guardian Angels, but we could not be more different from them. Seriously, we are nothing like the Guardian Angels. I mean, broad strokes purposes, sure. Think Guardian Angels. One of our many recent good deeds? We set out to capture the Scranton Strangler. Mission accomplished. Not by us.",Dwight
1033,"My perfect Valentine’s Day? I’m at home, three cell phones in front of me, fielding desperate calls from people who want to buy one of the 50 restaurant reservations I made over six months ago.",Dwight
1034,"I play Samuel, Michael Scarn’s robot butler. I wanted Samuel’s voice- to be like this! But Michael thought that Samuel should be a very advance android, almost indistinguishable from a real person.",Dwight
1035,He cut the part where my circuit board malfunctioned! What was the point of spilling the drink on me?,Dwight
1036,"Schrute’s are farmers by hobby, and traders by trade. Through the art of the swap, I will walk out of this garage sale with the finest item here.",Dwight
1037,things are going very well. I traded a thumb tack for Meredith’s junk for Kelly’s crap for Phyllis’ garbage for Oscars trash for Stanley’s garbage for Ryan’s junk for Creed’s garbage for a very cute squid that Erin happened to have.,Dwight
1038,"I started with a thumb tack and traded my way to a telescope. But in a way the most valuable thing here wasn’t the telescope at all. No, it was this… packet of beans. So I traded the telescope for it. And I can just go buy another telescope.",Dwight
1039,Did I want to be made manager? Sure. A great opportunity squandered? Absolutely. A crushing blow? Yes. Will I get over it? No. But life goes on. Not for me.,Dwight
1040,"Always the padawan, never the Jedi.",Dwight
1041,"Ladies and gentlemen, please stand up for you co-host this evening, Michael Gary Scott. Please remain standing for your other co-host, and new manager, DeAngelo Jeremitrius Vickers! Was that part of the…?",Dwight
1042,I’ve given up expecting Michael to do the right thing. Or the decent thing. Or even the comprehensible thing.,Dwight
1043,"This is gonna be good. To whom it may concern. Good, real personal. Thanks Michael. The dictionary defines superlative as: of the highest kind, quality, or order, surpassing all else, or others. Supreme. That’s great, if I wanted the dictionary definition I’d buy a dictionary. I define it as Dwight Schrute. As a sales executive, as a leader, as a man, and as a friend, he is of the highest kind, quality, and order. Supreme. Lot’s more like that, really repetitive. What’s this? Two forty five, behind the building. Paintball. Ohhh, yeah.",Dwight
1044,...,Dwight
1045,"Okay, a little about me. I respond to strong leadership.",Dwight
1046,I will never be happier than I am right now. I will also never be less happy. I will be at my current maximum happiness for the rest of my life. Because I am manager of the Scranton Branch of Dunder Mifflin. Acting Manager.,Dwight
1047,"I’m gonna prevent inferior men from sullying my place of work with their weak, passionless leadership. Do you see my hat? No? That’s because I just threw it in the ring.",Dwight
1048,"I will run this branch, or I will destroy this branch, or… I don’t know. Something always works out.",Dwight
1049,K… Kevin!,Dwight
1050,"Yeah, at first, I was really disappointed, but I’ve got a great daily routine going right now. I have upped my karate to eight times a week. I’ve added boxing – lunches and on weekends. I do kickboxing three times a week. Krav Maga four times a week. An hour of meditation every morning at sunrise and again at sunset. So yeah, I’m doin’ great.",Dwight
1051,"Kids, don’t try planking. It’s dangerous. ‘Specially with me around.",Dwight
1052,"Here’s how I’m going to help out from now on. I’m going to not care, and I’m going to sit around quietly waiting for Andy’s inevitable demise.",Dwight
1053,"Obviously you can go the ass tattoo route and obviously, I’m gonna like it.",Dwight
1054,"I’ve been wanting Schrute Farms to break into the high-end event hosting industry for some time, and this party is a great opportunity. Plus, I’ve got a secret weapon. Only one copy in the world and some sucker on the internet sold it to me for two dollars.",Dwight
1055,MR. RYAN HOWARD!,Dwight
1056,"STANLEY HUDSON AND HIS MISTRESS CYNTHIA! JAMES, PAMELA, AND PEEPEE HALPERT!",Dwight
1057,Set that down. Present yourself.,Dwight
1058,Ladies and gentlemen! The last supper.,Dwight
1059,Ladies and Gentlemen! I present to you…the Alamo!,Dwight
1060,"Last night I dreamed that the number two was the most valued number in the world. The vice president had all the power. Athletes fought for silver medals. Women were considered the best gender. And stadiums of fans shouted “We’re number two!’. As with all my dreams, I’m guessing it was about my fear of immigrants.",Dwight
1061,"They are making me out to be a Bond villian. I like to think of myself as a brilliant scientist who will stop at nothing to remake the world. Like…not Doctor Moreau someone good. Doctor Frankenstein, Doctor Jekyll, not them. Doctor…",Dwight
1062,"They’re not my favorite people in the world. I wouldn’t even call them friends. They come over here, eat my pie, dig the crappiest horse grave you’ve ever seen. God, I’m gonna have to work with them forever, aren’t I?",Dwight
1063,"She called it crazy? Aw, man, that’s insulting. All I did was propose a makeshift lie-detector test. Monitoring his blood pressure, pulse, perspiration, and breathing rate.",Dwight
1064,And she called it nuts?,Dwight
1065,The Civil War history industry has conveniently forgotten about the battle of Schrute Farms. Whatever. I’m over it. It’s just grossly irresponsible.,Dwight
1066,"Best thing you can do for the deceased is to pee on their graves. Then you dance and work the urine into the root systems. Doesn’t hurt to have a smile on your face, either.",Dwight
1067,"Standing is proven to be healthier, increases productivity and just looks cooler. Picture someone doing something heroic. Now was he sitting or standing? Not counting FDR.",Dwight
1068,"Obese people in my office are a drain on resources. Chairs wear out faster, it takes more Freon to keep them cool, they flush the toilets more often, plus their massive BMs bust the rivets on my pipes. But a gym turns fat into cash.",Dwight
1069,That’s okay. I know how to build a business. You gotta get the black people to do it to get the white people to do it. Then you gotta get the black people to stop doing it. One step at a time.,Dwight
1070,"Exercise lengthens life. Improves mood, boosts sex drive, and I’ve already covered the BM of it all. It’s miraculous the effect that I will have on their lives.",Dwight
1071,Boom!,Dwight
1072,Enough of this garbage. This is Christmas. Hi-yah!!!!! Yeah!!!! Christmas!!!!,Dwight
1073,"So, I got this bucket from Jim’s garage and I filled it with everything disgusting. Except excrement. I can’t wait to see the look on his face when that falls on my face. Dammit Kathy!",Dwight
1074,"Animals, machines, vast virtual armies. All of these things I have successfully managed. The only thing I haven’t managed is people. I saw an ad on the Sabre website for an open manager position in their printers division. I spoke to Robert California about it and he said for me to come by and see him sometime. So, like a Spanish conquistador, I have come to Florida to claim what is rightfully mine.",Dwight
1075,"I was in Los Angeles last year. Jim tricked me into thinking I’d won a walk-on part on NCIS, but that’s not important. While I was being kicked off the lot, I saw food trucks everywhere. Everyone in Los Angeles eats from them. And nobody calls them restaurants.",Dwight
1076,"I’m gonna find Gabe, tell him what Jim did and let the little stickler do what he does best: stickle.",Dwight
1077,"That baby is a Schrute. And unless somebody taught Mose sex, that baby is mine.",Dwight
1078,"Jim? Oh, right. Nah, forget it. He was doing it for his kids. I get it. Kids drive us dads crazy. Sometimes I feel like they’re raising us. Am I right?",Dwight
1079,"I have a recurring nightmare that I’ve been wrongly accused of a crime and twelve of these idiots are on the jury. Stanley is fast asleep, Kevin eats the evidence, Phyllis’s name is Allison but it really is Phyllis, Jim is foreman of the jury and pronounces me guilty. The cop takes me away and tells me that I’ve been a bad boy and we have sex in the hall. She leaves the handcuffs on. They take me away to prison. The guards are all women.",Dwight
1080,"The Shrutes have a word for when everything comes together in a man’s life perfectly: Perfectinschlag. Hmm. Right now, I am in it. I finally get a chance to prove myself to corporate, I am assembling a competent team, I am likely a father, I am so deep inside of perfectinschlag right now. And just to be clear, there is a second definition, “perfect pork anus” which I don’t mean.",Dwight
1081,Kevin!? Kelly!? Kathy!? Andy just gave me a chain with three weak links. Have you ever tried to use a chain with three weak links? I have. And now I no longer own an arctic wolf.,Dwight
1082,"I released three hundred mosquitoes in the conference room, just temporarily. When I’m done, the frogs will take care of the mosquitoes.",Dwight
1083,"Ok, Florida team, let’s reconvene.",Dwight
1084,"I have been given the responsibility to manage Stanley, a solid player, Ryan, who is capable of surprises, Erin, an excellent follower and Kathy, a probably not totally useless enigma. And, well, Jim. Under the right manager, that’s not a bad team. Perfectinschlag.",Dwight
1085,Wake up!,Dwight
1086,"I need to make Nellie see me as a leader today. First impressions get locked in forever. When I first met Pam, she said something that slightly rubbed me the wrong way. Since then I’ve loved working with Pam and she’s frankly wonderful, but I hate her.",Dwight
1087,"I had two goals today. The first was to make myself the clear candidate for vice president. I achieved that, no thanks to my appendix. The second was to find a memorable souvenir for Philip. For that, I do have to thank my appendix.",Dwight
1088,"English peoples’ main use today is judging American talent. You’re crap. You’re wonderful. They’re mean, but they’re incisive.",Dwight
1089,"If anyone’s having sex with Nellie for personal gain, it’s me, and I’m not joking at all. If you don’t tighten your saddle, you may fall off.",Dwight
1090,"If Jim has bedbugs, that means they’re everywhere. I can’t risk them coming back to Schrute Farms. Our biggest attraction is our 200 year old mattresses.",Dwight
1091,"Point it towards the store, idiot!",Dwight
1092,You know what I mean? One of these buttons is — damn it. Take over.,Dwight
1093,"A dart? Are you kidding me? Who would put a poison dart, well, I mean, I don’t know that it’s poison. I mean, I just have to imagine. God, I’m glad he’s OK though. Kinda sounds like he deserved it, opening another man’s treasure and all. Wow!",Dwight
1094,"Once again, it’s show time.",Dwight
1095,How could Robert transfer Nellie here after the Sabre store debacle? She stinks of failure. The fact that she could show her face around here is an embarrassment. I should know. I’m in an identical situation.,Dwight
1096,"Those who can’t farm, farm celery.",Dwight
1097,"I’ve written quite a bit of X-Men fan fiction. Captain Mutato is half man, half mermaid. So he can fight crime as a man and make love as a mermaid. Most of my writing involves the latter.",Dwight
1098,One of Toby’s eyes is getting smaller. So there’s that. Gabe bragged about having an extra ticket to the air show this weekend and Meredith said she was interested and then Gabe said immediately that his friend might be taking the ticket. So I’ll keep you posted on that.,Dwight
1099,Every day I brief Nellie on what’s going on in the office. Most of it’s irrelevant. But a good informer doesn’t judge what’s worth passing on.,Dwight
1100,How much do you guys charge for a one full year gym membership? Thank you!,Dwight
1101,It’s $475! Like candy from a baby!,Dwight
1102,"I wanted to give a nice gift to the tenants in the building. At first I thought, “muffin basket.” Then I thought, “What’s even more precious to people than muffins?”",Dwight
1103,…their own children.,Dwight
1104,"Wha-? Damn it, Jim!",Dwight
1105,Is this what you were looking for? Huh? Huh?,Dwight
1106,Operation Phoenix is a go. Just get the car ready.,Dwight
1107,"How was my summer? It was pretty mixed. I invented a new power drink made out of beet runoff. Mmm, mmm! So that’s really good. But I got some disappointing medical news.",Dwight
1108,In a way it’s like I have a son. And who knows? Maybe someday they’ll hire someone who looks like a younger version of him. And then I’ll have a grandson.,Dwight
1109,"Paranoid? I’m not familiar with the word. And I really don’t have time to learn new words right now, ok? A pudgy 22-year-old is trying to take my job.",Dwight
